year,state,crop,area,production,yield
2012,Kerala,Sugarcane,1.7200000000000002,1.6400000000000001,953.49
2013,Kerala,Sugarcane,2.2199999999999998,2.23,1004.5
2014,Kerala,Sugarcane,1.51,1.49,986.75
2015,Kerala,Sugarcane,1.3599999999999999,13.83,10169.12
2016,Kerala,Sugarcane,1.06,11.3,10660.38
2017,Kerala,Sugarcane,1.05,11.51,10961.9
2010,Madhya Pradesh,Sugarcane,48.1,196.10000000000002,4076.92
2011,Madhya Pradesh,Sugarcane,69.0,267.3,3873.91
2012,Madhya Pradesh,Sugarcane,53.919999999999995,275.71000000000004,5113.32
2013,Madhya Pradesh,Sugarcane,55.45,279.78,5045.63
2014,Madhya Pradesh,Sugarcane,102.0,409.0,4009.8
2015,Madhya Pradesh,Sugarcane,102.0,516.0,5058.82
2016,Madhya Pradesh,Sugarcane,91.93,472.6,5140.87
2017,Madhya Pradesh,Sugarcane,98.04,54.33,554.16
2010,Maharashtra,Sugarcane,964.5,8569.15,8884.55
2011,Maharashtra,Sugarcane,1022.0,8945.61,8753.04
2012,Maharashtra,Sugarcane,938.0999999999999,7533.5,8030.59
2013,Maharashtra,Sugarcane,937.1,8395.4,8958.92
2014,Maharashtra,Sugarcane,1029.5,9153.81,8891.51
2015,Maharashtra,Sugarcane,987.1,6923.54,7014.02
2016,Maharashtra,Sugarcane,633.26,5423.7,8564.73
2017,Maharashtra,Sugarcane,902.03,8253.92,9150.38
2010,Orissa,Sugarcane,40.839999999999996,290.76,7119.49
2011,Orissa,Sugarcane,38.730000000000004,278.9,7201.14
2012,Orissa,Sugarcane,39.17,260.5,6650.5
2014,Orissa,Sugarcane,34.08,246.94,7245.89
2016,Orissa,Sugarcane,27.439999999999998,201.32,7336.73
2017,Orissa,Sugarcane,27.0,198.60999999999999,7355.93
2010,Punjab,Sugarcane,70.0,417.0,5957.14
2011,Punjab,Sugarcane,80.0,467.0,5837.5
2012,Punjab,Sugarcane,82.0,583.2,7112.2
2013,Punjab,Sugarcane,89.0,667.49,7499.89
2014,Punjab,Sugarcane,94.0,703.89,7488.19
2015,Punjab,Sugarcane,90.0,660.7,7341.11
2016,Punjab,Sugarcane,88.0,715.2,8127.27
2017,Punjab,Sugarcane,96.0,802.4,8358.33
2010,Rajasthan,Sugarcane,5.53,36.800000000000004,6654.61
2011,Rajasthan,Sugarcane,6.42,45.16,7034.27
2012,Rajasthan,Sugarcane,5.81,42.46,7308.09
2013,Rajasthan,Sugarcane,5.24,36.31,6929.39
2014,Rajasthan,Sugarcane,5.59,40.5,7245.08
2015,Rajasthan,Sugarcane,6.14,53.14,8654.72
2016,Rajasthan,Sugarcane,6.859999999999999,48.88,7125.36
2017,Rajasthan,Sugarcane,5.3999999999999995,38.18,7070.37
2010,Tamil Nadu,Sugarcane,316.01,3425.18,10838.83
2011,Tamil Nadu,Sugarcane,346.34000000000003,3898.38,11255.93
2012,Tamil Nadu,Sugarcane,348.39,3401.39,9763.17
2013,Tamil Nadu,Sugarcane,313.33,3245.39,10357.74
2014,Tamil Nadu,Sugarcane,263.05,2809.2999999999997,10679.72
2015,Tamil Nadu,Sugarcane,252.28,2550.89,10111.34
2016,Tamil Nadu,Sugarcane,218.26000000000002,1898.78,8699.62
2017,Tamil Nadu,Sugarcane,171.85,1715.56,9982.89
2010,Telangana,Sugarcane,78.5,306.61,3905.86
2011,Telangana,Sugarcane,84.07,389.49,4632.92
2012,Telangana,Sugarcane,79.38,361.94,4559.59
2013,Telangana,Sugarcane,39.32,337.65999999999997,8587.49
2014,Telangana,Sugarcane,38.13999999999999,334.31,8765.34
2015,Telangana,Sugarcane,34.910000000000004,240.48,6888.57
2016,Telangana,Sugarcane,29.35,206.12,7022.83
2017,Telangana,Sugarcane,35.78,266.32,7443.26
2010,Uttar Pradesh,Sugarcane,2127.06,12099.83,5688.52
2011,Uttar Pradesh,Sugarcane,2186.43,13030.96,5959.93
2012,Uttar Pradesh,Sugarcane,2283.85,14226.789999999999,6229.3
2013,Uttar Pradesh,Sugarcane,2303.84,14633.23,6351.67
2014,Uttar Pradesh,Sugarcane,2301.04,15088.18,6557.11
2015,Uttar Pradesh,Sugarcane,2239.43,14941.34,6671.94
2016,Uttar Pradesh,Sugarcane,2227.84,16083.35,7219.26
2017,Uttar Pradesh,Sugarcane,2304.21,18195.33,7896.56
2010,Uttarakhand,Sugarcane,34.07,211.51999999999998,6208.39
2011,Uttarakhand,Sugarcane,34.79,214.88,6176.49
2012,Uttarakhand,Sugarcane,31.86,198.1,6217.83
2013,Uttarakhand,Sugarcane,30.78,177.52,5767.38
2014,Uttarakhand,Sugarcane,28.029999999999998,180.45,6437.75
2015,Uttarakhand,Sugarcane,24.99,162.74,6512.2
2016,Uttarakhand,Sugarcane,23.96,156.05,6512.94
2017,Uttarakhand,Sugarcane,21.65,148.88,6876.67
2010,West Bengal,Sugarcane,15.0,113.4,7560.0
2011,West Bengal,Sugarcane,16.1,168.16,10444.72
2012,West Bengal,Sugarcane,16.09,161.71,10050.34
2013,West Bengal,Sugarcane,17.02,194.51,11428.32
2014,West Bengal,Sugarcane,17.75,210.56,11862.54
2015,West Bengal,Sugarcane,17.41,132.75,7624.93
2016,West Bengal,Sugarcane,19.64,146.19,7443.48
2017,West Bengal,Sugarcane,18.03,162.44,9009.43
2010,Andhra Pradesh,Sunflower,197.39000000000001,127.63000000000001,646.59
2011,Andhra Pradesh,Sunflower,133.22,99.51,746.96
2012,Andhra Pradesh,Sunflower,114.07,71.78,629.26
2013,Andhra Pradesh,Sunflower,79.97,67.98,850.07
2014,Andhra Pradesh,Sunflower,50.07,40.160000000000004,802.08
2015,Andhra Pradesh,Sunflower,26.28,23.16,881.28
2016,Andhra Pradesh,Sunflower,21.13,21.259999999999998,1006.15
2017,Andhra Pradesh,Sunflower,9.14,11.68,1277.9
2010,Bihar,Sunflower,17.43,25.01,1434.88
2011,Bihar,Sunflower,15.92,22.85,1435.3
2012,Bihar,Sunflower,15.77,22.25,1410.91
2013,Bihar,Sunflower,14.030000000000001,19.810000000000002,1411.97
2014,Bihar,Sunflower,11.65,16.65,1429.18
2015,Bihar,Sunflower,11.39,16.2,1422.3
2016,Bihar,Sunflower,10.29,14.68,1426.63
2017,Bihar,Sunflower,9.35,13.38,1431.02
2010,Chhattisgarh,Sunflower,4.53,1.92,423.84
2011,Chhattisgarh,Sunflower,3.4899999999999998,1.31,375.36
2012,Chhattisgarh,Sunflower,3.17,1.1099999999999999,350.16
2013,Chhattisgarh,Sunflower,3.07,0.16,52.12
2014,Chhattisgarh,Sunflower,2.88,0.99,343.75
2015,Chhattisgarh,Sunflower,2.4499999999999997,0.81,330.61
2016,Chhattisgarh,Sunflower,2.27,0.01,4.41
2017,Chhattisgarh,Sunflower,1.26,0.0,0.0
2012,Haryana,Sunflower,3.9,8.399999999999999,2153.85
2013,Haryana,Sunflower,3.9,11.100000000000001,2846.15
2014,Haryana,Sunflower,2.0,4.0,2000.0
2017,Jharkhand,Sunflower,2.1799999999999997,1.2,550.46
2010,Karnataka,Sunflower,409.23,254.15,621.04
2011,Karnataka,Sunflower,381.27,194.87,511.11
2012,Karnataka,Sunflower,510.09000000000003,265.56,520.61
2013,Karnataka,Sunflower,416.72999999999996,252.96,607.01
2014,Karnataka,Sunflower,355.9,205.65,577.83
2015,Karnataka,Sunflower,330.34,120.86,365.87
2016,Karnataka,Sunflower,220.36,98.45,446.77
2017,Karnataka,Sunflower,173.1,150.79,871.11
2016,Madhya Pradesh,Sunflower,1.52,1.52,1000.0
2017,Madhya Pradesh,Sunflower,3.12,2.61,836.54
2010,Maharashtra,Sunflower,217.39999999999998,133.04,611.96
2011,Maharashtra,Sunflower,102.7,61.42,598.05
2012,Maharashtra,Sunflower,80.31,36.559999999999995,455.24
2013,Maharashtra,Sunflower,93.8,57.550000000000004,613.54
2014,Maharashtra,Sunflower,82.1,32.7,398.29
2015,Maharashtra,Sunflower,48.19,11.01,228.47
2016,Maharashtra,Sunflower,58.98,35.199999999999996,596.81
2017,Maharashtra,Sunflower,40.9,20.72,506.6
2010,Orissa,Sunflower,20.63,21.62,1047.99
2011,Orissa,Sunflower,23.69,27.97,1180.67
2012,Orissa,Sunflower,26.32,31.32,1189.97
2013,Orissa,Sunflower,24.88,29.69,1193.33
2014,Orissa,Sunflower,21.689999999999998,25.92,1195.02
2015,Orissa,Sunflower,16.03,19.06,1189.02
2016,Orissa,Sunflower,18.02,21.46,1190.9
2017,Orissa,Sunflower,12.43,15.47,1244.57
2010,Punjab,Sunflower,14.59,23.7,1624.4
2011,Punjab,Sunflower,14.399999999999999,25.8,1791.67
2012,Punjab,Sunflower,12.600000000000001,23.7,1880.95
2016,Punjab,Sunflower,5.800000000000001,9.6,1655.17
2017,Punjab,Sunflower,6.1,11.6,1901.64
2010,Tamil Nadu,Sunflower,8.72,10.02,1149.08
2011,Tamil Nadu,Sunflower,13.620000000000001,24.61,1806.9
2012,Tamil Nadu,Sunflower,10.79,11.379999999999999,1054.68
2013,Tamil Nadu,Sunflower,8.02,9.71,1210.72
2014,Tamil Nadu,Sunflower,8.92,12.55,1406.95
2015,Tamil Nadu,Sunflower,8.280000000000001,8.809999999999999,1064.01
2016,Tamil Nadu,Sunflower,7.4399999999999995,2.91,391.13
2017,Tamil Nadu,Sunflower,6.74,5.98,887.24
2010,Telangana,Sunflower,27.97,28.54,1020.38
2011,Telangana,Sunflower,24.32,24.05,988.9
2012,Telangana,Sunflower,28.04,31.689999999999998,1130.17
2013,Telangana,Sunflower,19.62,18.61,948.52
2014,Telangana,Sunflower,18.38,25.67,1396.63
2015,Telangana,Sunflower,11.54,13.33,1155.11
2016,Telangana,Sunflower,5.89,9.59,1628.18
2017,Telangana,Sunflower,3.6400000000000006,7.8100000000000005,2145.6
2010,Uttar Pradesh,Sunflower,3.5599999999999996,6.220000000000001,1747.19
2011,Uttar Pradesh,Sunflower,2.79,4.7700000000000005,1709.68
2012,Uttar Pradesh,Sunflower,2.75,2.15,781.82
2014,Uttar Pradesh,Sunflower,2.56,4.35,1699.22
2015,Uttar Pradesh,Sunflower,2.18,3.55,1628.44
2016,Uttar Pradesh,Sunflower,3.31,3.89,1175.23
2017,Uttar Pradesh,Sunflower,2.08,3.0100000000000002,1447.12
2010,West Bengal,Sunflower,6.58,7.35,1117.02
2011,West Bengal,Sunflower,6.81,7.96,1168.87
2012,West Bengal,Sunflower,7.36,9.61,1305.71
2013,West Bengal,Sunflower,6.449999999999999,8.73,1353.49
2014,West Bengal,Sunflower,6.92,9.0,1300.58
2015,West Bengal,Sunflower,7.25,9.4,1296.55
2016,West Bengal,Sunflower,7.23,9.49,1312.59
2017,West Bengal,Sunflower,7.12,8.709999999999999,1223.31
2010,Andhra Pradesh,Wheat,0.7500000000000001,1.07,1426.67
2010,Assam,Wheat,44.37,55.54,1251.75
2011,Assam,Wheat,39.81,48.19,1210.5
2012,Assam,Wheat,33.76,43.94,1301.54
2013,Assam,Wheat,31.06,40.17,1293.3
2014,Assam,Wheat,23.36,28.43,1217.04
2015,Assam,Wheat,20.72,24.12,1164.09
2016,Assam,Wheat,17.27,23.189999999999998,1342.79
2017,Assam,Wheat,17.580000000000002,24.39,1387.37
2010,Bihar,Wheat,2100.19,5094.03,2425.51
2011,Bihar,Wheat,2141.91,6530.94,3049.12
2012,Bihar,Wheat,2207.7,6174.3,2796.71
2013,Bihar,Wheat,2148.81,6134.73,2854.94
2014,Bihar,Wheat,2154.43,3570.2200000000003,1657.15
2015,Bihar,Wheat,2110.77,4736.46,2243.95
2016,Bihar,Wheat,2105.81,5985.85,2842.54
2017,Bihar,Wheat,2101.31,6104.3,2905.0
2010,Chhattisgarh,Wheat,111.28,127.35,1144.41
2011,Chhattisgarh,Wheat,104.85,135.14,1288.89
2012,Chhattisgarh,Wheat,102.23,143.22,1400.96
2013,Chhattisgarh,Wheat,105.03999999999999,140.74,1339.87
2014,Chhattisgarh,Wheat,103.19,153.32,1485.8
2015,Chhattisgarh,Wheat,105.8,142.34,1345.37
2016,Chhattisgarh,Wheat,102.11,151.10000000000002,1479.78
2017,Chhattisgarh,Wheat,102.19,141.64,1386.05
2010,Gujarat,Wheat,1588.6,5013.4,3155.86
2011,Gujarat,Wheat,1350.6,4072.1,3015.03
2012,Gujarat,Wheat,1023.5,2944.0,2876.4
2013,Gujarat,Wheat,1442.32,4608.01,3194.86
2014,Gujarat,Wheat,1171.47,3293.5099999999998,2811.43
2015,Gujarat,Wheat,857.73,2315.87,2700.0
2016,Gujarat,Wheat,999.37,2757.76,2759.5
2017,Gujarat,Wheat,1058.76,3101.06,2928.95
2010,Haryana,Wheat,2504.0,11578.0,4623.8
2011,Haryana,Wheat,2531.3,13119.0,5182.71
2012,Haryana,Wheat,2496.92,11117.0,4452.29
2013,Haryana,Wheat,2499.0,11800.0,4721.89
2014,Haryana,Wheat,2628.0,10457.0,3979.07
2015,Haryana,Wheat,2575.6,11351.0,4407.13
2016,Haryana,Wheat,2564.01,12384.0,4829.93
2017,Haryana,Wheat,2530.5,12263.0,4846.08
2010,Himachal Pradesh,Wheat,346.95000000000005,534.71,1541.17
2011,Himachal Pradesh,Wheat,345.17999999999995,506.78,1468.16
2012,Himachal Pradesh,Wheat,350.14,656.53,1875.05
2013,Himachal Pradesh,Wheat,415.67999999999995,324.28000000000003,780.12
2014,Himachal Pradesh,Wheat,345.54,639.22,1849.92
2015,Himachal Pradesh,Wheat,342.69,602.3,1757.57
2016,Himachal Pradesh,Wheat,325.9,331.31,1016.6
2017,Himachal Pradesh,Wheat,342.68,603.59,1761.38
2010,Jharkhand,Wheat,49.62,54.17,1091.7
2011,Jharkhand,Wheat,47.949999999999996,73.68,1536.6
2012,Jharkhand,Wheat,69.33,128.57,1854.46
2013,Jharkhand,Wheat,73.53,106.21,1444.44
2014,Jharkhand,Wheat,87.25,139.05,1593.7
2015,Jharkhand,Wheat,71.05,113.72,1600.56
2016,Jharkhand,Wheat,112.11,226.86,2023.55
2010,Karnataka,Wheat,254.75,279.06,1095.43
2011,Karnataka,Wheat,225.48,193.31,857.33
2012,Karnataka,Wheat,225.28,178.88,794.03
2013,Karnataka,Wheat,209.1,210.04,1004.5
2014,Karnataka,Wheat,197.63,260.1,1316.1
2015,Karnataka,Wheat,173.85999999999999,129.01000000000002,742.03
2016,Karnataka,Wheat,168.25,171.44,1018.96
2017,Karnataka,Wheat,193.35,219.08,1133.07
2010,Madhya Pradesh,Wheat,4633.1,9219.8,1989.99
2011,Madhya Pradesh,Wheat,4889.2,12226.24,2500.66
2012,Madhya Pradesh,Wheat,5601.05,16510.6,2947.77
2013,Madhya Pradesh,Wheat,6123.05,15722.75,2567.8
2014,Madhya Pradesh,Wheat,5999.0,18463.0,3077.68
2015,Madhya Pradesh,Wheat,5914.0,18407.0,3112.45
2016,Madhya Pradesh,Wheat,6423.0,21916.0,3412.11
2017,Madhya Pradesh,Wheat,5802.9800000000005,20019.95,3449.94
2010,Maharashtra,Wheat,1306.6,2300.75,1760.87
2011,Maharashtra,Wheat,878.1,1498.6,1706.64
2012,Maharashtra,Wheat,785.0,1198.71,1527.02
2013,Maharashtra,Wheat,1028.2,1480.0,1439.41
2014,Maharashtra,Wheat,1067.3,1307.7,1225.24
2015,Maharashtra,Wheat,910.85,981.35,1077.4
2016,Maharashtra,Wheat,1272.01,2214.01,1740.56
2017,Maharashtra,Wheat,1137.74,1884.84,1656.65
2010,Orissa,Wheat,17.55,28.04,1597.72
2011,Orissa,Wheat,14.49,24.43,1685.99
2012,Orissa,Wheat,14.27,24.86,1742.12
2013,Orissa,Wheat,12.76,22.28,1746.08
2014,Orissa,Wheat,10.120000000000001,17.81,1759.88
2015,Orissa,Wheat,3.6100000000000003,6.35,1759.0
2016,Orissa,Wheat,3.05,5.27,1727.87
2017,Orissa,Wheat,2.9,5.38,1855.17
2010,Punjab,Wheat,3510.0,16472.0,4692.88
2011,Punjab,Wheat,3485.96,17782.0,5101.03
2012,Punjab,Wheat,3517.0,16614.0,4723.91
2013,Punjab,Wheat,3512.0,17620.0,5017.08
2014,Punjab,Wheat,3505.0,15050.0,4293.87
2015,Punjab,Wheat,3508.0,16077.0,4582.95
2016,Punjab,Wheat,3495.0,17636.0,5046.07
2017,Punjab,Wheat,3512.0,17830.0,5076.88
2010,Rajasthan,Wheat,3036.16,10424.38,3433.41
2011,Rajasthan,Wheat,2935.37,10160.92,3461.55
2012,Rajasthan,Wheat,3063.23,10766.619999999999,3514.79
2013,Rajasthan,Wheat,3205.66,11020.19,3437.73
2014,Rajasthan,Wheat,3318.27,9823.91,2960.55
2015,Rajasthan,Wheat,3108.96,10468.19,3367.1
2016,Rajasthan,Wheat,3349.13,12430.94,3711.69
2017,Rajasthan,Wheat,3050.25,11280.48,3698.21
2010,Telangana,Wheat,9.329999999999998,12.08,1294.75
2011,Telangana,Wheat,7.96,10.559999999999999,1326.63
2012,Telangana,Wheat,7.9399999999999995,8.899999999999999,1120.91
2013,Telangana,Wheat,7.039999999999999,7.789999999999999,1106.53
2014,Telangana,Wheat,5.84,6.92,1184.93
2015,Telangana,Wheat,4.95,16.91,3416.16
2016,Telangana,Wheat,5.41,7.42,1371.53
2017,Telangana,Wheat,4.16,5.77,1387.02
2010,Uttar Pradesh,Wheat,9846.61,30602.91,3107.96
2011,Uttar Pradesh,Wheat,9836.43,32271.69,3280.83
2012,Uttar Pradesh,Wheat,9109.91,29041.28,3187.88
2013,Uttar Pradesh,Wheat,9883.2,31611.63,3198.52
2014,Uttar Pradesh,Wheat,9890.789999999999,20146.36,2036.88
2015,Uttar Pradesh,Wheat,9691.27,27010.39,2787.08
2016,Uttar Pradesh,Wheat,9931.3,35120.9,3536.38
2017,Uttar Pradesh,Wheat,9797.59,35798.6,3653.82
2010,Uttarakhand,Wheat,325.83,766.84,2353.5
2011,Uttarakhand,Wheat,311.95,743.15,2382.27
2012,Uttarakhand,Wheat,306.91,729.95,2378.38
2013,Uttarakhand,Wheat,299.64,729.25,2433.75
2014,Uttarakhand,Wheat,299.58,570.51,1904.37
2015,Uttarakhand,Wheat,296.22,654.37,2209.07
2016,Uttarakhand,Wheat,293.2,742.17,2531.28
2017,Uttarakhand,Wheat,285.76,776.96,2718.92
2010,West Bengal,Wheat,316.81,874.4200000000001,2760.08
2011,West Bengal,Wheat,315.67,872.9,2765.23
2012,West Bengal,Wheat,321.58,895.93,2786.03
2013,West Bengal,Wheat,331.49,927.86,2799.06
2014,West Bengal,Wheat,334.64,939.2600000000001,2806.78
2015,West Bengal,Wheat,339.87,788.49,2319.98
2016,West Bengal,Wheat,319.82,858.53,2684.42
2017,West Bengal,Wheat,116.00999999999999,359.13,3095.68
